,AG.SHF,AL.SHF,AP.CZC,BU.SHF,C.DCE,CU.SHF,FG.CZC,FU.SHF,HC.SHF,I.DCE,J.DCE,JM.DCE,L.DCE,M.DCE,MA.CZC,NI.SHF,PP.DCE,RB.SHF,RM.CZC,RU.SHF,SC.INE,SR.CZC,TA.CZC,V.DCE,ZC.CZC
2014-07-21,0.0,0.0,0.0,0.0,391.0,37.0,-459.0,0.0,0.0,133.0,0.0,-201.0,158.0,-280.0,0.0,0.0,0.0,298.0,-323.0,-65.0,0.0,-188.0,0.0,0.0,0.0
2014-07-22,0.0,0.0,0.0,196.0,359.0,0.0,-408.0,0.0,0.0,121.0,0.0,-183.0,144.0,-261.0,0.0,0.0,150.0,274.0,-298.0,-59.0,0.0,-173.0,0.0,0.0,0.0
2014-07-23,0.0,0.0,0.0,0.0,0.0,33.0,-409.0,217.0,0.0,121.0,-73.0,-183.0,144.0,-260.0,0.0,0.0,151.0,274.0,-295.0,-59.0,0.0,0.0,0.0,0.0,0.0
2014-07-24,0.0,0.0,0.0,0.0,0.0,0.0,-822.0,0.0,0.0,248.0,-147.0,0.0,296.0,0.0,0.0,0.0,299.0,0.0,-602.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-25,0.0,0.0,0.0,0.0,0.0,49.0,-616.0,325.0,0.0,0.0,-111.0,-267.0,223.0,-389.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-28,0.0,176.0,0.0,0.0,0.0,0.0,-622.0,325.0,0.0,-187.0,-111.0,-265.0,222.0,0.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-29,0.0,176.0,0.0,0.0,0.0,49.0,-617.0,0.0,0.0,0.0,-111.0,-262.0,220.0,0.0,-476.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-30,0.0,236.0,0.0,0.0,0.0,0.0,0.0,-434.0,0.0,0.0,0.0,-347.0,0.0,0.0,0.0,0.0,-294.0,537.0,0.0,0.0,0.0,346.0,0.0,0.0,0.0
2014-07-31,0.0,159.0,0.0,0.0,0.0,0.0,-536.0,-289.0,0.0,-164.0,0.0,-233.0,0.0,-353.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,234.0,300.0,0.0,0.0
2014-08-01,141.0,129.0,0.0,0.0,-384.0,0.0,0.0,-236.0,0.0,-134.0,0.0,0.0,-161.0,0.0,0.0,0.0,170.0,0.0,-370.0,58.0,0.0,191.0,247.0,0.0,0.0
2014-08-04,0.0,158.0,0.0,0.0,-469.0,0.0,-543.0,0.0,0.0,0.0,0.0,0.0,-197.0,-358.0,0.0,0.0,0.0,0.0,-459.0,72.0,0.0,236.0,300.0,0.0,0.0
2014-08-05,0.0,204.0,0.0,0.0,-598.0,0.0,-682.0,0.0,0.0,0.0,0.0,0.0,0.0,-458.0,0.0,0.0,0.0,0.0,-589.0,91.0,0.0,300.0,0.0,0.0,0.0
2014-08-06,0.0,129.0,0.0,-212.0,-382.0,0.0,-435.0,0.0,0.0,0.0,0.0,-188.0,0.0,-290.0,323.0,0.0,0.0,0.0,-372.0,59.0,0.0,193.0,248.0,0.0,0.0
2014-08-07,0.0,158.0,0.0,0.0,-468.0,0.0,0.0,-289.0,-333.0,0.0,0.0,0.0,0.0,0.0,398.0,0.0,-210.0,-358.0,0.0,72.0,0.0,0.0,321.0,0.0,0.0
2014-08-08,157.0,0.0,0.0,0.0,0.0,40.0,0.0,-260.0,-299.0,0.0,0.0,0.0,0.0,0.0,358.0,0.0,-190.0,-323.0,-408.0,64.0,0.0,0.0,287.0,0.0,0.0
2014-08-11,0.0,0.0,0.0,0.0,0.0,40.0,486.0,0.0,0.0,-148.0,-88.0,0.0,0.0,-315.0,0.0,0.0,-191.0,0.0,-411.0,64.0,0.0,0.0,285.0,335.0,0.0
2014-08-12,0.0,-129.0,0.0,0.0,0.0,0.0,443.0,0.0,-274.0,0.0,0.0,188.0,0.0,-288.0,326.0,0.0,-172.0,0.0,-373.0,59.0,0.0,195.0,256.0,0.0,0.0
2014-08-13,0.0,-128.0,0.0,0.0,0.0,0.0,443.0,-236.0,-273.0,0.0,0.0,0.0,-168.0,0.0,326.0,0.0,-174.0,0.0,-378.0,60.0,0.0,197.0,258.0,0.0,0.0
2014-08-14,-157.0,-141.0,0.0,0.0,-417.0,0.0,486.0,0.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,-192.0,329.0,-420.0,66.0,0.0,219.0,0.0,0.0,0.0
2014-08-15,0.0,0.0,0.0,0.0,0.0,0.0,555.0,-289.0,0.0,-170.0,102.0,240.0,-205.0,0.0,0.0,0.0,-212.0,0.0,-472.0,74.0,0.0,0.0,0.0,0.0,0.0
2014-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-372.0,0.0,0.0,129.0,298.0,-261.0,0.0,0.0,0.0,-271.0,0.0,0.0,96.0,0.0,0.0,-417.0,0.0,0.0
2014-08-19,0.0,0.0,0.0,0.0,0.0,0.0,-691.0,0.0,0.0,0.0,130.0,301.0,-262.0,0.0,0.0,0.0,-270.0,0.0,0.0,96.0,0.0,-314.0,0.0,0.0,0.0
2014-08-20,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.0,-365.0,0.0,0.0,0.0,-378.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0
2014-08-21,180.0,0.0,0.0,0.0,466.0,-45.0,0.0,0.0,0.0,172.0,0.0,235.0,-205.0,0.0,392.0,0.0,-212.0,0.0,0.0,0.0,0.0,0.0,-324.0,0.0,0.0
2014-08-22,0.0,155.0,0.0,0.0,466.0,-44.0,0.0,0.0,0.0,0.0,0.0,-234.0,0.0,0.0,392.0,0.0,-209.0,372.0,0.0,-74.0,0.0,0.0,-322.0,0.0,0.0
2014-08-25,135.0,-116.0,0.0,0.0,348.0,-33.0,0.0,0.0,259.0,0.0,0.0,175.0,0.0,0.0,296.0,0.0,-157.0,279.0,0.0,-55.0,0.0,-185.0,-245.0,0.0,0.0
2014-08-26,0.0,0.0,0.0,0.0,523.0,-49.0,0.0,0.0,392.0,0.0,-113.0,0.0,0.0,0.0,447.0,0.0,-235.0,420.0,0.0,0.0,0.0,0.0,-366.0,0.0,0.0
2014-08-27,0.0,0.0,0.0,-234.0,418.0,-40.0,0.0,0.0,315.0,0.0,0.0,207.0,0.0,328.0,362.0,0.0,0.0,0.0,0.0,-68.0,0.0,-225.0,-294.0,0.0,0.0
2014-08-28,0.0,0.0,0.0,292.0,522.0,-50.0,0.0,0.0,394.0,-196.0,0.0,0.0,0.0,0.0,451.0,0.0,0.0,0.0,0.0,-84.0,0.0,-278.0,0.0,0.0,0.0
2014-08-29,-267.0,0.0,0.0,0.0,0.0,0.0,794.0,0.0,532.0,0.0,-151.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-114.0,0.0,0.0,0.0,0.0,0.0
2014-09-01,-267.0,0.0,0.0,0.0,0.0,0.0,783.0,0.0,0.0,0.0,0.0,351.0,0.0,0.0,609.0,0.0,0.0,0.0,0.0,0.0,0.0,-367.0,-494.0,0.0,0.0
2014-09-02,-201.0,0.0,0.0,292.0,526.0,0.0,617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,0.0,0.0,0.0,0.0,-272.0,-373.0,-418.0,0.0
2014-09-03,0.0,0.0,0.0,-292.0,525.0,0.0,614.0,0.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,-86.0,0.0,-272.0,-369.0,0.0,0.0
2014-09-04,0.0,0.0,0.0,0.0,0.0,0.0,823.0,-516.0,-543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,0.0,0.0,116.0,0.0,-366.0,0.0,0.0,0.0
2014-09-05,0.0,0.0,0.0,388.0,0.0,0.0,0.0,-516.0,0.0,0.0,0.0,0.0,-305.0,0.0,0.0,0.0,312.0,587.0,0.0,0.0,0.0,-368.0,0.0,0.0,0.0
2014-09-09,0.0,0.0,0.0,0.0,0.0,0.0,823.0,-516.0,0.0,0.0,0.0,0.0,0.0,0.0,-601.0,0.0,315.0,0.0,749.0,-118.0,0.0,0.0,0.0,0.0,0.0
2014-09-10,0.0,0.0,0.0,0.0,701.0,0.0,-818.0,-516.0,0.0,0.0,0.0,0.0,0.0,0.0,-604.0,0.0,0.0,602.0,0.0,0.0,0.0,0.0,0.0,555.0,0.0
2014-09-11,-180.0,152.0,0.0,0.0,0.0,0.0,0.0,-344.0,-373.0,0.0,0.0,0.0,0.0,381.0,-402.0,0.0,213.0,0.0,511.0,0.0,0.0,0.0,0.0,373.0,0.0
2014-09-12,0.0,153.0,0.0,0.0,0.0,0.0,-546.0,-344.0,0.0,-190.0,0.0,0.0,0.0,383.0,-404.0,0.0,213.0,0.0,513.0,0.0,0.0,0.0,0.0,374.0,0.0
2014-09-15,0.0,172.0,0.0,0.0,0.0,0.0,0.0,-387.0,-421.0,-212.0,0.0,268.0,238.0,0.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,388.0,0.0,0.0
2014-09-16,0.0,174.0,0.0,0.0,0.0,52.0,0.0,-387.0,-417.0,-209.0,0.0,-262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,420.0,0.0
2014-09-17,0.0,156.0,0.0,266.0,0.0,0.0,0.0,-344.0,-377.0,-186.0,0.0,-235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-82.0,0.0,254.0,349.0,0.0,0.0
2014-09-18,0.0,139.0,0.0,238.0,0.0,40.0,0.0,-284.0,-338.0,-167.0,0.0,0.0,0.0,0.0,-354.0,0.0,0.0,0.0,0.0,-74.0,0.0,228.0,312.0,0.0,0.0
2014-09-19,0.0,201.0,0.0,343.0,0.0,0.0,0.0,0.0,-487.0,-241.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,-642.0,-107.0,0.0,0.0,0.0,0.0,0.0
2014-09-22,0.0,176.0,0.0,306.0,529.0,-51.0,-601.0,0.0,-434.0,-217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,0.0,0.0,0.0
2014-09-23,0.0,179.0,0.0,308.0,0.0,-52.0,-603.0,-413.0,-448.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-24,294.0,237.0,0.0,0.0,0.0,-69.0,0.0,0.0,0.0,0.0,0.0,-354.0,0.0,0.0,603.0,0.0,0.0,-637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-25,438.0,0.0,0.0,0.0,0.0,0.0,0.0,825.0,-883.0,-445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-26,296.0,0.0,0.0,0.0,0.0,0.0,0.0,-578.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0,0.0,-328.0,0.0,0.0,0.0,0.0,0.0,-531.0,576.0,0.0
2014-09-29,291.0,0.0,0.0,0.0,707.0,0.0,0.0,0.0,0.0,-297.0,0.0,0.0,0.0,0.0,598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-527.0,-571.0,0.0
2014-09-30,0.0,0.0,0.0,0.0,1059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-483.0,0.0,902.0,0.0,-485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-08,-249.0,0.0,0.0,0.0,606.0,0.0,687.0,0.0,0.0,0.0,0.0,0.0,-275.0,0.0,513.0,0.0,-276.0,0.0,0.0,-117.0,0.0,0.0,0.0,0.0,0.0
2014-10-09,0.0,0.0,0.0,-403.0,708.0,0.0,815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.0,0.0,0.0,0.0,-778.0,-132.0,0.0,0.0,0.0,0.0,0.0
2014-10-10,0.0,160.0,0.0,0.0,0.0,0.0,536.0,-370.0,-395.0,0.0,0.0,0.0,223.0,0.0,405.0,0.0,222.0,-436.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0
2014-10-13,0.0,0.0,0.0,0.0,0.0,0.0,815.0,-554.0,0.0,-293.0,0.0,0.0,0.0,0.0,629.0,0.0,0.0,0.0,0.0,-136.0,0.0,372.0,0.0,0.0,0.0
2014-10-14,0.0,0.0,0.0,0.0,0.0,0.0,815.0,0.0,0.0,-285.0,0.0,0.0,0.0,0.0,634.0,0.0,0.0,-626.0,0.0,-132.0,0.0,368.0,0.0,0.0,0.0
2014-10-15,0.0,-145.0,0.0,0.0,0.0,0.0,486.0,-333.0,0.0,-170.0,92.0,0.0,0.0,-352.0,376.0,0.0,203.0,-378.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0
2014-10-16,-176.0,0.0,0.0,246.0,0.0,0.0,488.0,-333.0,-345.0,-172.0,0.0,209.0,0.0,0.0,377.0,0.0,0.0,-377.0,0.0,0.0,0.0,215.0,0.0,0.0,0.0
2014-10-17,0.0,0.0,0.0,-224.0,0.0,0.0,0.0,0.0,-317.0,0.0,85.0,192.0,-187.0,0.0,343.0,0.0,186.0,-342.0,-418.0,-73.0,0.0,197.0,0.0,0.0,0.0
2014-10-20,0.0,0.0,0.0,-223.0,382.0,39.0,0.0,0.0,0.0,0.0,85.0,194.0,-189.0,-319.0,0.0,0.0,0.0,-344.0,-415.0,-72.0,0.0,199.0,0.0,0.0,0.0
2014-10-21,0.0,0.0,0.0,-307.0,0.0,54.0,0.0,0.0,0.0,0.0,115.0,267.0,-260.0,-441.0,0.0,0.0,0.0,478.0,0.0,0.0,0.0,0.0,-449.0,0.0,0.0
2014-10-22,0.0,0.0,0.0,0.0,422.0,43.0,0.0,0.0,0.0,174.0,93.0,215.0,-207.0,-351.0,-381.0,0.0,0.0,0.0,0.0,-78.0,0.0,0.0,-356.0,0.0,0.0
2014-10-23,0.0,0.0,0.0,0.0,468.0,0.0,0.0,-352.0,0.0,0.0,103.0,240.0,0.0,-387.0,0.0,0.0,0.0,0.0,0.0,-86.0,0.0,237.0,-396.0,401.0,0.0
2014-10-24,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,153.0,359.0,0.0,0.0,0.0,0.0,0.0,0.0,-750.0,-126.0,0.0,0.0,-592.0,0.0,0.0
2014-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-635.0,0.0,-340.0,653.0,0.0,0.0,0.0,356.0,-585.0,585.0,0.0
2014-10-28,195.0,0.0,0.0,0.0,0.0,0.0,0.0,-352.0,388.0,0.0,0.0,0.0,0.0,0.0,-428.0,0.0,-228.0,436.0,0.0,85.0,0.0,239.0,-391.0,0.0,0.0
2014-10-29,160.0,0.0,0.0,0.0,0.0,0.0,-443.0,-288.0,0.0,0.0,0.0,0.0,-181.0,0.0,-350.0,0.0,-183.0,357.0,398.0,69.0,0.0,199.0,-325.0,0.0,0.0
2014-10-30,250.0,0.0,0.0,0.0,0.0,0.0,-691.0,0.0,0.0,0.0,0.0,0.0,0.0,477.0,0.0,0.0,-286.0,0.0,0.0,0.0,0.0,309.0,-506.0,-493.0,0.0
2014-10-31,199.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,0.0,-207.0,0.0,241.0,-217.0,0.0,0.0,0.0,-222.0,0.0,0.0,83.0,0.0,239.0,-395.0,0.0,0.0
2014-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,0.0,-235.0,115.0,0.0,-244.0,0.0,-484.0,0.0,-248.0,0.0,0.0,94.0,0.0,267.0,0.0,0.0,0.0
2014-11-04,0.0,0.0,0.0,0.0,0.0,0.0,-797.0,525.0,0.0,0.0,0.0,0.0,-328.0,562.0,0.0,0.0,-334.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0
2014-11-05,0.0,-141.0,0.0,-246.0,0.0,0.0,0.0,0.0,0.0,-192.0,0.0,223.0,-198.0,343.0,-396.0,0.0,0.0,0.0,443.0,78.0,0.0,0.0,0.0,362.0,0.0
2014-11-06,0.0,-207.0,0.0,0.0,-598.0,0.0,0.0,0.0,0.0,-280.0,0.0,0.0,0.0,497.0,-566.0,0.0,0.0,0.0,645.0,116.0,0.0,0.0,0.0,0.0,0.0
2014-11-07,0.0,-180.0,0.0,0.0,0.0,0.0,0.0,0.0,-441.0,0.0,0.0,-278.0,0.0,427.0,-500.0,0.0,0.0,0.0,553.0,102.0,0.0,0.0,462.0,0.0,0.0
2014-11-10,0.0,0.0,0.0,0.0,-521.0,0.0,0.0,0.0,-441.0,0.0,0.0,-274.0,247.0,422.0,0.0,0.0,0.0,0.0,545.0,99.0,0.0,-269.0,0.0,0.0,0.0
2014-11-11,0.0,132.0,0.0,0.0,0.0,0.0,0.0,286.0,-316.0,0.0,0.0,-196.0,177.0,305.0,-363.0,0.0,0.0,0.0,393.0,72.0,0.0,-194.0,-322.0,0.0,0.0
2014-11-12,0.0,162.0,0.0,278.0,0.0,0.0,-532.0,350.0,0.0,0.0,0.0,-239.0,0.0,379.0,-443.0,0.0,0.0,0.0,493.0,0.0,0.0,0.0,-397.0,0.0,0.0
2014-11-13,-222.0,162.0,0.0,276.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,370.0,-434.0,0.0,0.0,-435.0,0.0,-85.0,0.0,0.0,-392.0,0.0,0.0
2014-11-14,-167.0,121.0,0.0,209.0,0.0,0.0,0.0,263.0,0.0,-164.0,0.0,-179.0,0.0,279.0,-327.0,0.0,169.0,0.0,356.0,0.0,0.0,-174.0,-289.0,0.0,0.0
2014-11-17,-171.0,122.0,0.0,213.0,0.0,0.0,0.0,263.0,0.0,-164.0,0.0,0.0,167.0,0.0,-327.0,0.0,171.0,-330.0,366.0,-64.0,0.0,0.0,-292.0,0.0,0.0
2014-11-18,-242.0,0.0,0.0,0.0,0.0,0.0,0.0,394.0,0.0,-247.0,0.0,0.0,252.0,0.0,-489.0,0.0,257.0,0.0,553.0,-97.0,0.0,0.0,0.0,0.0,0.0
2014-11-19,-278.0,0.0,0.0,0.0,0.0,60.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,-558.0,0.0,295.0,585.0,0.0,0.0,0.0,0.0,-504.0,0.0,0.0
2014-11-20,-389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,0.0,-771.0,0.0,411.0,0.0,909.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-21,-653.0,0.0,0.0,0.0,1383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1514.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-24,-389.0,0.0,0.0,0.0,830.0,-84.0,0.0,0.0,693.0,0.0,0.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-25,-322.0,0.0,0.0,-444.0,693.0,0.0,0.0,0.0,-578.0,0.0,0.0,373.0,0.0,0.0,0.0,0.0,0.0,684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-26,-274.0,0.0,0.0,-386.0,0.0,0.0,-823.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-111.0,0.0,304.0,506.0,0.0,0.0
2014-11-27,-241.0,0.0,0.0,-342.0,0.0,0.0,0.0,0.0,433.0,-268.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-559.0,0.0,0.0,267.0,445.0,0.0,0.0
2014-11-28,0.0,0.0,0.0,0.0,0.0,43.0,-569.0,309.0,0.0,-208.0,0.0,-218.0,0.0,0.0,371.0,0.0,0.0,-394.0,-443.0,0.0,0.0,213.0,359.0,0.0,0.0
2014-12-01,0.0,0.0,0.0,0.0,461.0,48.0,-631.0,343.0,0.0,-229.0,0.0,0.0,0.0,0.0,413.0,0.0,0.0,-436.0,-487.0,0.0,0.0,0.0,416.0,0.0,0.0
2014-12-02,0.0,0.0,0.0,-273.0,416.0,45.0,-580.0,309.0,0.0,-208.0,0.0,-220.0,0.0,0.0,372.0,0.0,0.0,-397.0,0.0,0.0,0.0,0.0,388.0,0.0,0.0
2014-12-03,0.0,0.0,0.0,-304.0,462.0,49.0,-632.0,0.0,0.0,-234.0,0.0,246.0,0.0,0.0,410.0,0.0,0.0,-444.0,0.0,0.0,0.0,0.0,429.0,0.0,0.0
2014-12-04,241.0,0.0,0.0,-333.0,0.0,0.0,-706.0,0.0,0.0,-259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-494.0,0.0,100.0,0.0,276.0,475.0,0.0,0.0
2014-12-05,0.0,0.0,0.0,-307.0,0.0,0.0,-629.0,356.0,373.0,-225.0,0.0,0.0,0.0,0.0,411.0,0.0,0.0,-433.0,0.0,88.0,0.0,0.0,418.0,0.0,0.0
2014-12-08,0.0,186.0,0.0,-358.0,0.0,0.0,-706.0,400.0,0.0,-255.0,0.0,-272.0,0.0,0.0,461.0,0.0,0.0,488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-09,0.0,0.0,0.0,0.0,0.0,-73.0,-945.0,517.0,556.0,0.0,0.0,0.0,0.0,0.0,640.0,0.0,0.0,0.0,-733.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-10,317.0,0.0,0.0,0.0,0.0,0.0,-935.0,0.0,559.0,-342.0,0.0,0.0,0.0,0.0,718.0,0.0,0.0,-652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-11,0.0,0.0,0.0,0.0,412.0,0.0,-561.0,303.0,334.0,0.0,0.0,0.0,-246.0,-337.0,428.0,0.0,0.0,0.0,-422.0,84.0,0.0,-213.0,0.0,0.0,0.0
2014-12-12,0.0,0.0,0.0,-289.0,0.0,0.0,-562.0,0.0,333.0,0.0,0.0,0.0,-246.0,-339.0,433.0,0.0,0.0,390.0,-422.0,84.0,0.0,0.0,397.0,0.0,0.0
2014-12-15,0.0,0.0,0.0,-715.0,0.0,0.0,0.0,0.0,832.0,0.0,0.0,0.0,0.0,-849.0,1073.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-16,0.0,0.0,0.0,-476.0,694.0,0.0,0.0,511.0,570.0,0.0,0.0,0.0,-396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-658.0,0.0,0.0
2014-12-17,174.0,0.0,0.0,-262.0,0.0,0.0,0.0,290.0,314.0,190.0,0.0,0.0,-219.0,0.0,0.0,0.0,-233.0,357.0,394.0,-73.0,0.0,0.0,-368.0,0.0,0.0
2014-12-18,194.0,0.0,0.0,-285.0,0.0,0.0,559.0,319.0,0.0,0.0,0.0,0.0,-240.0,0.0,0.0,0.0,-258.0,394.0,443.0,-80.0,0.0,0.0,-413.0,0.0,0.0
2014-12-19,274.0,0.0,0.0,0.0,0.0,0.0,798.0,0.0,0.0,0.0,0.0,0.0,-338.0,0.0,0.0,0.0,-366.0,561.0,637.0,-115.0,0.0,0.0,0.0,0.0,0.0
2014-12-22,240.0,0.0,0.0,0.0,0.0,0.0,694.0,399.0,0.0,0.0,0.0,0.0,-297.0,0.0,0.0,0.0,-323.0,487.0,551.0,-101.0,0.0,0.0,0.0,0.0,0.0
2014-12-23,191.0,0.0,0.0,0.0,0.0,0.0,562.0,319.0,0.0,0.0,0.0,228.0,-236.0,0.0,0.0,0.0,-255.0,398.0,444.0,-81.0,0.0,0.0,-409.0,0.0,0.0
2014-12-24,0.0,0.0,0.0,0.0,0.0,-40.0,512.0,-290.0,0.0,192.0,91.0,212.0,-219.0,0.0,0.0,0.0,-233.0,369.0,408.0,0.0,0.0,0.0,-379.0,0.0,0.0
2014-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,0.0,254.0,-264.0,0.0,0.0,0.0,-284.0,445.0,500.0,0.0,0.0,-244.0,-465.0,416.0,0.0
2014-12-26,150.0,0.0,0.0,0.0,0.0,-34.0,0.0,0.0,0.0,162.0,77.0,177.0,-185.0,271.0,-371.0,0.0,-197.0,310.0,0.0,-61.0,0.0,0.0,-324.0,289.0,0.0
2014-12-29,149.0,0.0,0.0,-224.0,0.0,34.0,0.0,0.0,0.0,162.0,76.0,179.0,-188.0,269.0,-369.0,0.0,-198.0,310.0,0.0,-61.0,0.0,0.0,-323.0,0.0,0.0
2014-12-30,240.0,191.0,0.0,-358.0,0.0,56.0,0.0,0.0,-439.0,0.0,0.0,0.0,303.0,0.0,-610.0,0.0,-322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-31,0.0,191.0,0.0,-356.0,0.0,55.0,0.0,380.0,0.0,0.0,0.0,0.0,300.0,0.0,-612.0,0.0,0.0,-479.0,0.0,0.0,0.0,0.0,-517.0,0.0,0.0
2015-01-05,0.0,383.0,0.0,0.0,0.0,0.0,0.0,801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-627.0,0.0,0.0,0.0,0.0,0.0,-1031.0,0.0,0.0
2015-01-06,475.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-570.0,0.0,0.0,0.0,0.0,0.0,-977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-07,0.0,0.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2128.0,0.0,0.0
2015-01-08,0.0,0.0,0.0,483.0,0.0,0.0,874.0,0.0,0.0,0.0,-158.0,0.0,0.0,0.0,-824.0,0.0,0.0,-645.0,743.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,-209.0,-174.0,0.0,326.0,0.0,0.0,588.0,356.0,0.0,0.0,-105.0,0.0,0.0,0.0,-547.0,0.0,0.0,0.0,0.0,84.0,0.0,-238.0,0.0,0.0,0.0
2015-01-12,-156.0,0.0,0.0,257.0,-346.0,0.0,440.0,0.0,0.0,163.0,0.0,0.0,206.0,0.0,-413.0,0.0,0.0,0.0,-374.0,63.0,0.0,-178.0,-360.0,321.0,0.0
2015-01-13,-185.0,0.0,0.0,0.0,-415.0,0.0,541.0,0.0,0.0,200.0,0.0,0.0,0.0,-352.0,-514.0,0.0,278.0,0.0,0.0,75.0,0.0,0.0,-433.0,389.0,0.0
2015-01-14,-230.0,0.0,0.0,0.0,-518.0,0.0,676.0,-400.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,-555.0,493.0,0.0
2015-01-15,-231.0,0.0,0.0,0.0,0.0,0.0,674.0,-400.0,468.0,252.0,0.0,0.0,0.0,0.0,-650.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,-556.0,0.0,0.0
2015-01-16,0.0,-260.0,0.0,0.0,0.0,0.0,896.0,0.0,619.0,329.0,0.0,0.0,-399.0,0.0,-849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-19,0.0,0.0,0.0,0.0,0.0,0.0,682.0,0.0,466.0,247.0,0.0,0.0,-300.0,0.0,-630.0,0.0,-344.0,0.0,0.0,99.0,0.0,0.0,0.0,-498.0,0.0
2015-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-375.0,197.0,0.0,0.0,-236.0,373.0,-499.0,0.0,-269.0,0.0,474.0,78.0,0.0,208.0,0.0,-398.0,0.0
