,AG.SHF,AL.SHF,AP.CZC,BU.SHF,C.DCE,CU.SHF,FG.CZC,FU.SHF,HC.SHF,I.DCE,J.DCE,JM.DCE,L.DCE,M.DCE,MA.CZC,NI.SHF,PP.DCE,RB.SHF,RM.CZC,RU.SHF,SC.INE,SR.CZC,TA.CZC,V.DCE,ZC.CZC
2014-08-18,0.0,0.0,0.0,0.0,518.0,0.0,-615.0,0.0,0.0,-188.0,0.0,0.0,0.0,0.0,0.0,0.0,-237.0,0.0,-530.0,0.0,0.0,-275.0,365.0,-423.0,0.0
2014-08-19,0.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-152.0,-351.0,-306.0,-536.0,0.0,0.0,0.0,-554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-20,0.0,0.0,0.0,0.0,0.0,51.0,-595.0,0.0,0.0,-191.0,0.0,0.0,0.0,0.0,0.0,0.0,-236.0,0.0,-537.0,0.0,0.0,-278.0,363.0,-422.0,0.0
2014-08-21,-203.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,-382.0,0.0,-114.0,-264.0,-230.0,-405.0,0.0,0.0,0.0,-418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-22,0.0,0.0,0.0,0.0,0.0,57.0,-670.0,0.0,0.0,-221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-610.0,0.0,0.0,-321.0,414.0,-481.0,0.0
2014-08-25,0.0,199.0,0.0,0.0,597.0,0.0,0.0,0.0,-445.0,0.0,-130.0,0.0,-261.0,-462.0,0.0,0.0,0.0,-478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-26,0.0,0.0,0.0,0.0,0.0,66.0,-780.0,0.0,0.0,-258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-712.0,0.0,0.0,-374.0,0.0,-562.0,0.0
2014-08-27,0.0,174.0,0.0,293.0,523.0,0.0,0.0,0.0,-394.0,0.0,-111.0,0.0,-230.0,-410.0,0.0,0.0,0.0,-420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-28,0.0,0.0,0.0,0.0,0.0,57.0,-673.0,0.0,0.0,-224.0,0.0,0.0,0.0,0.0,0.0,0.0,-269.0,0.0,-606.0,0.0,0.0,-317.0,0.0,-481.0,0.0
2014-08-29,0.0,198.0,0.0,333.0,0.0,0.0,0.0,0.0,-456.0,0.0,-130.0,0.0,-265.0,-469.0,0.0,0.0,0.0,-486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-01,0.0,0.0,0.0,0.0,0.0,57.0,-671.0,0.0,0.0,-227.0,0.0,0.0,0.0,0.0,0.0,0.0,-271.0,0.0,-615.0,0.0,0.0,-314.0,0.0,-479.0,0.0
2014-09-02,0.0,196.0,0.0,334.0,0.0,0.0,0.0,0.0,-459.0,0.0,-131.0,0.0,-266.0,-469.0,0.0,0.0,0.0,-490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-03,0.0,0.0,0.0,0.0,0.0,67.0,-819.0,0.0,0.0,-265.0,0.0,0.0,0.0,0.0,0.0,0.0,-314.0,0.0,-718.0,0.0,0.0,-363.0,0.0,0.0,0.0
2014-09-04,0.0,192.0,0.0,333.0,0.0,0.0,0.0,0.0,-465.0,0.0,-130.0,0.0,-264.0,-470.0,0.0,0.0,0.0,-501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-05,0.0,0.0,0.0,0.0,0.0,67.0,-815.0,0.0,0.0,-281.0,0.0,-352.0,0.0,0.0,0.0,0.0,0.0,0.0,-747.0,0.0,0.0,-368.0,0.0,0.0,0.0
2014-09-09,-162.0,134.0,0.0,230.0,0.0,0.0,0.0,0.0,-330.0,0.0,-92.0,0.0,-185.0,-339.0,0.0,0.0,-189.0,-353.0,0.0,-71.0,0.0,0.0,0.0,0.0,0.0
2014-09-10,0.0,0.0,0.0,0.0,0.0,0.0,-818.0,0.0,0.0,-285.0,0.0,-359.0,0.0,0.0,0.0,0.0,0.0,0.0,-752.0,0.0,0.0,-372.0,-506.0,0.0,0.0
2014-09-11,0.0,137.0,0.0,230.0,0.0,0.0,0.0,0.0,-336.0,0.0,-93.0,0.0,-189.0,-343.0,0.0,0.0,-192.0,-360.0,0.0,-74.0,0.0,0.0,0.0,-336.0,0.0
2014-09-12,-232.0,0.0,0.0,0.0,0.0,0.0,-702.0,0.0,0.0,-244.0,0.0,-309.0,0.0,0.0,0.0,0.0,0.0,0.0,-659.0,0.0,0.0,-326.0,-444.0,0.0,0.0
2014-09-15,0.0,137.0,0.0,219.0,0.0,0.0,0.0,0.0,-337.0,0.0,-93.0,0.0,-190.0,-341.0,0.0,0.0,-193.0,-358.0,0.0,-74.0,0.0,0.0,0.0,-337.0,0.0
2014-09-16,-274.0,0.0,0.0,0.0,0.0,0.0,-796.0,0.0,0.0,-279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-756.0,0.0,0.0,-379.0,-520.0,0.0,0.0
2014-09-17,0.0,127.0,0.0,-217.0,0.0,0.0,0.0,0.0,-308.0,0.0,-84.0,-192.0,-172.0,-310.0,0.0,0.0,-175.0,-326.0,0.0,-67.0,0.0,0.0,0.0,-309.0,0.0
2014-09-18,-272.0,0.0,0.0,0.0,0.0,0.0,-791.0,0.0,0.0,-279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-749.0,0.0,0.0,-380.0,-519.0,0.0,0.0
2014-09-19,0.0,140.0,0.0,-240.0,0.0,0.0,0.0,0.0,-341.0,0.0,-92.0,0.0,-193.0,-341.0,0.0,0.0,-195.0,-361.0,0.0,-75.0,0.0,0.0,0.0,-340.0,0.0
2014-09-22,-235.0,0.0,0.0,0.0,0.0,0.0,-687.0,0.0,0.0,-248.0,0.0,-304.0,0.0,0.0,0.0,0.0,0.0,0.0,-655.0,0.0,0.0,-333.0,-455.0,0.0,0.0
2014-09-23,0.0,130.0,0.0,-224.0,0.0,-38.0,0.0,0.0,-326.0,0.0,-87.0,0.0,-180.0,-327.0,0.0,0.0,-181.0,-347.0,0.0,-73.0,0.0,0.0,0.0,-318.0,0.0
2014-09-24,-252.0,0.0,0.0,0.0,-608.0,0.0,0.0,0.0,0.0,-255.0,0.0,-304.0,0.0,0.0,0.0,0.0,0.0,0.0,-669.0,0.0,0.0,-338.0,-464.0,0.0,0.0
2014-09-25,0.0,129.0,0.0,-225.0,0.0,-38.0,0.0,0.0,-321.0,0.0,-85.0,0.0,-181.0,-328.0,0.0,0.0,-180.0,-348.0,0.0,-74.0,0.0,0.0,0.0,-315.0,0.0
2014-09-26,-254.0,0.0,0.0,0.0,0.0,0.0,-687.0,0.0,0.0,-259.0,0.0,-308.0,0.0,0.0,0.0,0.0,0.0,0.0,-669.0,0.0,0.0,-328.0,-455.0,0.0,0.0
2014-09-29,0.0,130.0,0.0,-225.0,0.0,-38.0,0.0,0.0,-321.0,0.0,-86.0,0.0,-179.0,-333.0,0.0,0.0,-178.0,-351.0,0.0,-73.0,0.0,0.0,0.0,-312.0,0.0
2014-09-30,-250.0,0.0,0.0,0.0,0.0,0.0,-691.0,0.0,0.0,-264.0,0.0,-306.0,0.0,0.0,0.0,0.0,0.0,0.0,-676.0,0.0,0.0,-308.0,-462.0,0.0,0.0
2014-10-08,0.0,130.0,0.0,-221.0,0.0,-38.0,0.0,0.0,-323.0,0.0,-87.0,0.0,-175.0,-333.0,0.0,0.0,-176.0,-359.0,0.0,-74.0,0.0,0.0,0.0,-315.0,0.0
2014-10-09,-251.0,0.0,0.0,0.0,0.0,0.0,-698.0,0.0,0.0,-261.0,0.0,-306.0,0.0,0.0,0.0,0.0,0.0,0.0,-667.0,0.0,0.0,-312.0,-492.0,0.0,0.0
2014-10-10,0.0,0.0,0.0,-204.0,-355.0,-35.0,0.0,0.0,-297.0,0.0,-77.0,171.0,-167.0,-298.0,0.0,0.0,-166.0,-327.0,0.0,-66.0,0.0,0.0,0.0,-291.0,0.0
2014-10-13,-291.0,0.0,0.0,0.0,0.0,0.0,-815.0,0.0,0.0,-293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-800.0,0.0,0.0,-372.0,-594.0,0.0,0.0
2014-10-14,0.0,0.0,0.0,-222.0,-388.0,-38.0,0.0,0.0,-311.0,0.0,-83.0,0.0,-189.0,-327.0,0.0,0.0,-186.0,-341.0,0.0,-72.0,0.0,0.0,0.0,-320.0,0.0
2014-10-15,-289.0,0.0,0.0,0.0,0.0,0.0,-811.0,0.0,0.0,-283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-765.0,0.0,0.0,-367.0,-588.0,0.0,0.0
2014-10-16,0.0,0.0,0.0,-274.0,0.0,0.0,0.0,0.0,-383.0,0.0,-103.0,0.0,-227.0,-393.0,0.0,0.0,-225.0,-419.0,0.0,-88.0,0.0,0.0,0.0,-390.0,0.0
2014-10-17,-290.0,0.0,0.0,0.0,0.0,-70.0,-817.0,0.0,0.0,-295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-767.0,0.0,0.0,0.0,-602.0,0.0,0.0
2014-10-20,0.0,0.0,0.0,-223.0,0.0,0.0,0.0,0.0,-318.0,0.0,-85.0,-194.0,-189.0,-319.0,0.0,0.0,-192.0,-344.0,0.0,-72.0,0.0,-199.0,0.0,-315.0,0.0
2014-10-21,-290.0,0.0,0.0,0.0,0.0,-71.0,-821.0,0.0,0.0,-287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-766.0,0.0,0.0,0.0,-599.0,0.0,0.0
2014-10-22,0.0,0.0,0.0,-245.0,0.0,0.0,0.0,0.0,-348.0,0.0,-93.0,-215.0,-207.0,-351.0,0.0,0.0,-212.0,-385.0,0.0,-78.0,0.0,0.0,0.0,-357.0,0.0
2014-10-23,-289.0,0.0,0.0,0.0,0.0,-71.0,-815.0,0.0,0.0,-290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-754.0,0.0,0.0,0.0,-594.0,0.0,0.0
2014-10-24,0.0,0.0,0.0,-245.0,0.0,0.0,0.0,0.0,-353.0,0.0,-92.0,-216.0,-204.0,-349.0,0.0,0.0,-208.0,-395.0,0.0,-76.0,0.0,0.0,0.0,-351.0,0.0
2014-10-27,-292.0,0.0,0.0,0.0,0.0,-70.0,-807.0,0.0,0.0,-314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-733.0,0.0,0.0,0.0,-585.0,0.0,0.0
2014-10-28,0.0,0.0,0.0,-273.0,0.0,0.0,0.0,0.0,-388.0,0.0,0.0,-240.0,-226.0,-381.0,0.0,0.0,-228.0,-436.0,0.0,-85.0,0.0,0.0,0.0,-387.0,0.0
2014-10-29,-195.0,0.0,0.0,0.0,464.0,-47.0,-541.0,0.0,0.0,-213.0,-102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-487.0,0.0,0.0,-243.0,-397.0,0.0,0.0
2014-10-30,0.0,0.0,0.0,-273.0,0.0,0.0,0.0,0.0,-389.0,0.0,0.0,-239.0,-219.0,-371.0,0.0,0.0,-222.0,-429.0,0.0,-82.0,0.0,0.0,0.0,-383.0,0.0
2014-10-31,-256.0,0.0,0.0,0.0,596.0,-60.0,0.0,0.0,0.0,-267.0,-131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-613.0,0.0,0.0,0.0,-508.0,0.0,0.0
2014-11-03,0.0,0.0,0.0,-246.0,-420.0,0.0,0.0,0.0,-350.0,0.0,0.0,-217.0,-196.0,-331.0,0.0,0.0,-198.0,-390.0,0.0,-75.0,0.0,0.0,0.0,-349.0,0.0
2014-11-04,-321.0,0.0,0.0,0.0,0.0,-70.0,0.0,0.0,0.0,-319.0,-154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-716.0,0.0,0.0,0.0,-613.0,0.0,0.0
2014-11-05,0.0,118.0,0.0,-205.0,0.0,0.0,-407.0,0.0,-294.0,0.0,0.0,-185.0,-165.0,-286.0,0.0,0.0,-169.0,-326.0,0.0,-65.0,0.0,-183.0,0.0,-301.0,0.0
2014-11-06,-286.0,-207.0,0.0,0.0,0.0,-61.0,0.0,0.0,0.0,-280.0,-135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-645.0,0.0,0.0,0.0,-534.0,0.0,0.0
2014-11-07,0.0,120.0,0.0,-207.0,0.0,0.0,-408.0,0.0,-294.0,0.0,0.0,-185.0,-165.0,-285.0,0.0,0.0,-169.0,-330.0,0.0,-68.0,0.0,-185.0,0.0,-300.0,0.0
2014-11-10,-257.0,0.0,0.0,0.0,521.0,-53.0,0.0,0.0,0.0,-244.0,-117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-545.0,0.0,0.0,269.0,-457.0,0.0,0.0
2014-11-11,0.0,0.0,0.0,-311.0,0.0,0.0,0.0,0.0,-435.0,0.0,0.0,0.0,-243.0,-420.0,0.0,0.0,-249.0,-489.0,0.0,-98.0,0.0,0.0,0.0,-446.0,0.0
2014-11-12,-252.0,0.0,0.0,0.0,521.0,-53.0,0.0,0.0,0.0,-245.0,-117.0,0.0,0.0,0.0,-498.0,0.0,0.0,0.0,-554.0,0.0,0.0,0.0,-446.0,0.0,0.0
2014-11-13,0.0,0.0,0.0,-276.0,0.0,0.0,0.0,0.0,-385.0,0.0,0.0,0.0,-219.0,-370.0,0.0,0.0,-226.0,-435.0,0.0,-85.0,0.0,230.0,0.0,-398.0,0.0
2014-11-14,-251.0,0.0,0.0,0.0,520.0,-53.0,0.0,0.0,0.0,-247.0,-117.0,0.0,0.0,0.0,-491.0,0.0,0.0,0.0,-534.0,0.0,0.0,0.0,-433.0,0.0,0.0
2014-11-17,0.0,-133.0,0.0,-232.0,0.0,0.0,-505.0,0.0,-316.0,0.0,0.0,0.0,-182.0,-310.0,0.0,0.0,-187.0,-360.0,0.0,-70.0,0.0,190.0,0.0,-324.0,0.0
2014-11-18,-242.0,0.0,0.0,0.0,518.0,-52.0,0.0,0.0,0.0,-247.0,-117.0,0.0,0.0,0.0,-489.0,0.0,0.0,0.0,-553.0,0.0,0.0,0.0,-443.0,0.0,0.0
2014-11-19,0.0,0.0,0.0,-246.0,0.0,0.0,-519.0,0.0,-318.0,0.0,0.0,-201.0,-184.0,-313.0,0.0,0.0,-188.0,-372.0,0.0,-73.0,0.0,190.0,0.0,-326.0,0.0
2014-11-20,-194.0,-146.0,0.0,0.0,414.0,-42.0,0.0,0.0,0.0,-211.0,-95.0,0.0,0.0,0.0,-385.0,0.0,0.0,0.0,-454.0,0.0,0.0,-213.0,-343.0,0.0,0.0
2014-11-21,0.0,0.0,0.0,-245.0,0.0,0.0,-521.0,0.0,-315.0,0.0,0.0,-202.0,-185.0,-318.0,338.0,0.0,-189.0,-373.0,0.0,-71.0,0.0,0.0,0.0,-326.0,0.0
2014-11-24,-278.0,0.0,0.0,0.0,593.0,-60.0,0.0,0.0,0.0,-300.0,-135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-640.0,0.0,0.0,0.0,-486.0,0.0,0.0
2014-11-25,0.0,0.0,0.0,-267.0,0.0,0.0,-586.0,0.0,-347.0,0.0,0.0,-224.0,-203.0,-350.0,0.0,0.0,-206.0,-410.0,0.0,-79.0,0.0,0.0,0.0,-358.0,0.0
2014-11-26,-274.0,0.0,0.0,0.0,592.0,-60.0,0.0,0.0,0.0,-307.0,-138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-638.0,0.0,0.0,0.0,-506.0,0.0,0.0
2014-11-27,0.0,0.0,0.0,-274.0,0.0,0.0,-578.0,0.0,-347.0,0.0,0.0,-222.0,-202.0,-349.0,0.0,0.0,-227.0,-408.0,0.0,-79.0,0.0,0.0,0.0,-359.0,0.0
2014-11-28,-277.0,0.0,0.0,0.0,593.0,-61.0,0.0,0.0,0.0,-297.0,-136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-632.0,0.0,0.0,0.0,-512.0,0.0,0.0
2014-12-01,0.0,0.0,0.0,-284.0,0.0,0.0,-568.0,0.0,-338.0,0.0,0.0,-221.0,-208.0,-344.0,0.0,0.0,-235.0,-392.0,0.0,-79.0,0.0,0.0,0.0,-361.0,0.0
2014-12-02,-229.0,-164.0,0.0,0.0,462.0,-50.0,0.0,0.0,0.0,-231.0,-108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-502.0,0.0,0.0,-243.0,-431.0,0.0,0.0
2014-12-03,0.0,0.0,0.0,-274.0,0.0,0.0,-569.0,0.0,-335.0,0.0,0.0,-221.0,-234.0,-350.0,0.0,0.0,-241.0,-400.0,0.0,-80.0,0.0,0.0,0.0,-362.0,0.0
2014-12-04,-193.0,-149.0,0.0,0.0,416.0,-44.0,0.0,0.0,0.0,-207.0,-97.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,-449.0,0.0,0.0,-221.0,-380.0,0.0,0.0
2014-12-05,0.0,0.0,0.0,-276.0,0.0,0.0,-566.0,0.0,-336.0,0.0,0.0,0.0,-234.0,-356.0,-370.0,0.0,-242.0,-390.0,0.0,-79.0,0.0,0.0,0.0,-362.0,0.0
2014-12-08,-212.0,-165.0,0.0,0.0,460.0,-48.0,0.0,0.0,0.0,-226.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-495.0,0.0,0.0,-244.0,-422.0,0.0,0.0
2014-12-09,0.0,0.0,0.0,-278.0,0.0,0.0,-515.0,0.0,-303.0,0.0,0.0,-200.0,-219.0,-316.0,-349.0,0.0,-227.0,-358.0,0.0,-74.0,0.0,0.0,0.0,-331.0,0.0
2014-12-10,-212.0,-167.0,0.0,0.0,457.0,-48.0,0.0,0.0,0.0,-228.0,-108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-486.0,0.0,0.0,-244.0,-443.0,0.0,0.0
2014-12-11,0.0,0.0,0.0,-248.0,0.0,0.0,-467.0,0.0,-278.0,0.0,0.0,-183.0,-205.0,-281.0,-357.0,0.0,-214.0,-325.0,0.0,-70.0,0.0,177.0,0.0,-306.0,0.0
2014-12-12,-229.0,-187.0,0.0,0.0,518.0,-54.0,0.0,0.0,0.0,-260.0,-121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-268.0,-497.0,0.0,0.0
2014-12-15,0.0,0.0,0.0,-286.0,0.0,0.0,-554.0,0.0,-333.0,0.0,0.0,0.0,-243.0,-340.0,-429.0,0.0,-259.0,-387.0,0.0,-82.0,0.0,0.0,0.0,-367.0,0.0
2014-12-16,-261.0,-212.0,0.0,0.0,0.0,-61.0,0.0,0.0,0.0,-295.0,-137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-611.0,0.0,0.0,0.0,-564.0,0.0,0.0
2014-12-17,0.0,0.0,0.0,-262.0,0.0,0.0,-503.0,0.0,-314.0,0.0,0.0,-199.0,-219.0,-313.0,-411.0,0.0,-233.0,-357.0,0.0,-73.0,0.0,0.0,0.0,-333.0,0.0
2014-12-18,-242.0,-189.0,0.0,0.0,0.0,-55.0,0.0,0.0,0.0,-258.0,-122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-554.0,0.0,0.0,-277.0,-517.0,0.0,0.0
2014-12-19,0.0,0.0,0.0,-267.0,0.0,0.0,-508.0,0.0,-315.0,0.0,0.0,-201.0,-215.0,-317.0,-451.0,0.0,-233.0,-357.0,0.0,-73.0,0.0,0.0,0.0,-333.0,0.0
2014-12-22,-274.0,-217.0,0.0,0.0,0.0,-63.0,0.0,0.0,0.0,-290.0,-137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-630.0,0.0,0.0,0.0,-594.0,0.0,0.0
2014-12-23,0.0,0.0,0.0,-267.0,0.0,0.0,-511.0,0.0,-319.0,0.0,0.0,-208.0,-215.0,-317.0,-448.0,0.0,-232.0,-362.0,0.0,-73.0,0.0,0.0,0.0,-339.0,0.0
2014-12-24,-279.0,-217.0,0.0,0.0,0.0,-63.0,0.0,0.0,0.0,-302.0,-143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-641.0,0.0,0.0,0.0,-596.0,0.0,0.0
2014-12-25,0.0,0.0,0.0,-259.0,0.0,0.0,-501.0,0.0,-319.0,0.0,0.0,-208.0,-216.0,-321.0,-435.0,0.0,-232.0,-364.0,0.0,-74.0,0.0,0.0,0.0,-340.0,0.0
2014-12-26,-279.0,-218.0,0.0,0.0,0.0,-63.0,0.0,0.0,0.0,-300.0,-142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-644.0,0.0,0.0,0.0,-601.0,0.0,0.0
2014-12-29,0.0,0.0,0.0,-265.0,0.0,0.0,-503.0,0.0,-322.0,0.0,0.0,-211.0,-222.0,-318.0,-436.0,0.0,-234.0,-367.0,0.0,-73.0,0.0,0.0,0.0,-341.0,0.0
2014-12-30,-320.0,-255.0,0.0,0.0,0.0,-74.0,0.0,0.0,0.0,-344.0,-166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-693.0,0.0,0.0
2014-12-31,0.0,0.0,0.0,-285.0,0.0,0.0,-524.0,0.0,-338.0,0.0,0.0,-222.0,-240.0,-344.0,-490.0,0.0,-256.0,-383.0,0.0,0.0,0.0,0.0,0.0,-365.0,0.0
2015-01-05,-270.0,-219.0,0.0,0.0,0.0,-62.0,0.0,0.0,0.0,-281.0,-138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-634.0,0.0,0.0,0.0,-589.0,0.0,0.0
2015-01-06,0.0,0.0,0.0,-287.0,0.0,0.0,-524.0,0.0,-345.0,0.0,0.0,-228.0,-240.0,-357.0,-498.0,0.0,-263.0,-391.0,0.0,0.0,0.0,0.0,0.0,-371.0,0.0
2015-01-07,-313.0,-260.0,0.0,0.0,0.0,-74.0,0.0,0.0,0.0,-321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-743.0,0.0,0.0,0.0,-709.0,0.0,0.0
2015-01-08,0.0,0.0,0.0,-290.0,0.0,0.0,-525.0,0.0,-345.0,0.0,0.0,-225.0,-239.0,-350.0,-495.0,0.0,-269.0,-387.0,0.0,0.0,0.0,0.0,0.0,-375.0,0.0
2015-01-09,-313.0,-260.0,0.0,0.0,693.0,-75.0,0.0,0.0,0.0,-326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-717.0,0.0,0.0
2015-01-12,0.0,0.0,0.0,-280.0,0.0,0.0,-480.0,0.0,-321.0,0.0,0.0,-206.0,-225.0,-321.0,-451.0,0.0,-254.0,-356.0,-408.0,0.0,0.0,0.0,0.0,-351.0,0.0
2015-01-13,-231.0,-196.0,0.0,0.0,519.0,-57.0,0.0,0.0,0.0,-251.0,-120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,-541.0,0.0,0.0
2015-01-14,0.0,0.0,0.0,-282.0,0.0,0.0,-451.0,0.0,-305.0,0.0,0.0,-191.0,-208.0,-299.0,-437.0,0.0,-232.0,-332.0,-380.0,-64.0,0.0,0.0,0.0,-329.0,0.0
2015-01-15,-231.0,-198.0,0.0,0.0,519.0,-61.0,0.0,0.0,0.0,-252.0,-120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,-556.0,0.0,0.0
2015-01-16,0.0,0.0,0.0,-282.0,0.0,0.0,-448.0,0.0,-310.0,0.0,0.0,-191.0,-199.0,-303.0,-424.0,0.0,-228.0,-331.0,-387.0,-66.0,0.0,0.0,0.0,-331.0,0.0
2015-01-19,-229.0,-195.0,0.0,0.0,519.0,-61.0,0.0,0.0,0.0,-247.0,-120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,-545.0,0.0,0.0
2015-01-20,136.0,0.0,0.0,-266.0,0.0,0.0,-420.0,0.0,-289.0,0.0,0.0,-175.0,-181.0,-287.0,-383.0,0.0,-207.0,-306.0,-365.0,-60.0,0.0,0.0,0.0,-306.0,0.0
2015-01-21,0.0,-224.0,0.0,0.0,592.0,-69.0,0.0,0.0,0.0,-285.0,-138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,-617.0,0.0,0.0
2015-01-22,143.0,0.0,0.0,-293.0,0.0,0.0,-456.0,0.0,-316.0,0.0,0.0,-192.0,-197.0,-309.0,-407.0,0.0,-227.0,-337.0,-389.0,0.0,0.0,0.0,0.0,-336.0,0.0
2015-01-23,0.0,-223.0,0.0,0.0,591.0,-69.0,0.0,0.0,0.0,-293.0,-138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,-599.0,0.0,0.0
2015-01-26,0.0,0.0,0.0,-318.0,0.0,0.0,-501.0,0.0,-348.0,0.0,0.0,-209.0,-217.0,-339.0,-442.0,0.0,-247.0,-366.0,-426.0,0.0,0.0,0.0,0.0,-363.0,0.0
2015-01-27,0.0,-224.0,0.0,0.0,589.0,-73.0,0.0,0.0,0.0,-304.0,-140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,-618.0,0.0,0.0
2015-01-28,0.0,0.0,0.0,-328.0,0.0,0.0,-505.0,0.0,-357.0,0.0,0.0,-209.0,-222.0,-337.0,-448.0,0.0,-252.0,-370.0,-424.0,0.0,0.0,0.0,0.0,-368.0,0.0
2015-01-29,0.0,-222.0,0.0,0.0,578.0,-72.0,0.0,0.0,0.0,-303.0,-139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,-612.0,0.0,0.0
2015-01-30,0.0,0.0,0.0,-327.0,0.0,0.0,-496.0,0.0,-347.0,0.0,0.0,-209.0,-219.0,-338.0,-440.0,0.0,-249.0,-363.0,-429.0,0.0,0.0,0.0,0.0,-366.0,0.0
2015-02-02,-233.0,-195.0,0.0,0.0,505.0,-64.0,0.0,0.0,0.0,-264.0,-122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,-545.0,0.0,0.0
2015-02-03,0.0,0.0,0.0,-328.0,0.0,0.0,-498.0,0.0,-351.0,0.0,0.0,-207.0,-217.0,-341.0,-438.0,0.0,-247.0,-365.0,-433.0,0.0,0.0,0.0,0.0,-364.0,0.0
2015-02-04,0.0,-217.0,0.0,0.0,576.0,-70.0,0.0,0.0,0.0,-299.0,-139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,-605.0,0.0,0.0
2015-02-05,0.0,0.0,0.0,-323.0,0.0,0.0,-496.0,0.0,-353.0,0.0,0.0,-207.0,-211.0,-334.0,-427.0,0.0,-235.0,-369.0,-421.0,0.0,0.0,0.0,0.0,-355.0,0.0
2015-02-06,0.0,-216.0,0.0,0.0,573.0,-70.0,0.0,0.0,0.0,-301.0,-139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,-606.0,0.0,0.0
2015-02-09,0.0,0.0,0.0,-295.0,0.0,0.0,-452.0,0.0,-322.0,0.0,0.0,-188.0,-188.0,-306.0,-385.0,0.0,-212.0,-334.0,-384.0,61.0,0.0,0.0,0.0,-322.0,0.0
2015-02-10,-232.0,-189.0,0.0,0.0,497.0,-61.0,0.0,0.0,0.0,-263.0,-121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,-526.0,0.0,0.0
2015-02-11,0.0,0.0,0.0,-355.0,0.0,0.0,-537.0,0.0,-387.0,0.0,0.0,-227.0,-226.0,-366.0,-469.0,0.0,-257.0,-402.0,0.0,0.0,0.0,0.0,0.0,-390.0,0.0
